,Time Period,Avg Price (c/kwh)
0,0,96.71399756260655
1,1,96.71398874442119
2,2,96.71399551327136
3,3,96.71400132460309
4,4,96.7139984820618
5,5,96.7140016823025
6,6,96.71399245699146
7,7,128.13710768980954
8,8,117.14122419442768
9,9,155.411085
10,10,108.65413851418933
11,11,102.57991720072097
12,12,122.94000125000002
13,13,122.94000000000003
14,14,122.94
15,15,114.63910337023742
16,16,122.93644798828123
17,17,122.93999875000002
18,18,155.41200125
19,19,155.412
20,20,150.37720464614046
21,21,122.94000000000003
22,22,122.93999999999998
23,23,122.92836263432507
