,Agent#,Time Period,Battery Charge (kWh),Grid Export (kWh),Grid Household Load (kWh),Battery Discharge (kWh),Solar Output (kWh),Grid Import (kWh),Social Welfare (R)
0,agent1,0,-0.34447498181230307,0.0,-0.07,0.07,0.0,0.4268568687296185,-0.03321914635983243
1,agent2,0,-0.4938516048353479,0.0,-0.04,0.09,0.0,0.40570932091579687,0.07669821782679688
2,agent3,0,-0.4329888899793002,-1.474376176702208e-13,-0.04,0.0,0.0,0.4264289748356186,0.061277385918588265
3,agent4,0,-0.3469973224531435,0.0,-0.15,0.07,0.0,0.44817053479211977,0.04275120802588408
4,agent5,0,-0.43465945667567857,0.0,-0.04,0.03,0.0,0.42571709690337817,0.045614454816724125
5,agent1,1,-0.36243799979052027,0.0,-0.07,0.31,0.0,0.0,0.19243246702913028
6,agent2,1,-0.1845505403228587,0.0,-0.04,0.47,0.0,0.0,-0.12789091386050774
7,agent3,1,-0.3702536228700425,0.0,-0.04,0.42,0.0,0.0,0.09468191490244197
8,agent4,1,-0.45480429375572695,0.0,-0.1,0.32,0.0,0.0297849953696826,0.34397447363908407
9,agent5,1,-0.31370213382848683,0.0,-0.04,0.42,0.0,0.0,0.049782775044414654
10,agent1,2,-0.28000093333644444,0.0,-0.15,0.36,0.0,0.10967591828420178,0.07530235559025036
11,agent2,2,-0.4114375,0.0,-0.15,0.21,0.0,0.10804264898024857,0.34931711655485875
12,agent3,2,-0.3668490652074782,0.0,-0.04,0.35,0.0,0.10618104369509934,0.07399202745295028
13,agent4,2,-0.3072452014057853,0.0,-0.09,0.48,0.0,0.07722825926185767,-0.034027613787206645
14,agent5,2,-0.4262484500056363,0.0,-0.03,0.31,0.0,0.14075516212046418,0.08890821211585392
15,agent1,3,-0.2740578918623703,0.0,-0.11,0.3,0.0,0.05725466590150058,0.13158212103156272
16,agent2,3,-0.3033343444478148,0.0,-0.16,0.41,0.0,0.05048911914415449,0.21799539077061234
17,agent3,3,-0.42253146605211833,0.0,-0.05,0.39,0.0,0.051728890161186925,0.16782365654798512
18,agent4,3,-0.30341357269141844,0.0,-0.09,0.28,0.0,0.07128460380462856,0.1367637797107461
19,agent5,3,-0.3427402973756197,0.0,-0.03,0.42,0.0,0.055307484381050875,0.05404072647865393
20,agent1,4,-0.42975921861960237,0.0,-0.08,0.28,0.01,0.11780884412990134,0.21386684518762492
21,agent2,4,-0.41311412116727253,0.0,-0.04,0.29,0.01,0.10228527910620444,0.1363561661667533
22,agent3,4,-0.34715000000000024,0.0,-0.04,0.4,0.01,0.08673359329102964,0.029652170598022484
23,agent4,4,-0.39924363636363613,0.0,-0.19,0.32,0.0,0.10245144486683544,0.3373260742693295
24,agent5,4,-0.2341615076226578,0.0,-0.04,0.37,0.01,0.10436829947906218,-0.08375271119967331
25,agent1,5,-0.3802560497486047,0.0,-0.07,0.42,0.09,0.0,0.14178322081104217
26,agent2,5,-0.3779343624801268,0.0,-0.15,0.38,0.09,0.0,0.3089238244677119
27,agent3,5,-0.18251900195535142,0.0,-0.05,0.34,0.06,0.0,-0.038201424621061686
28,agent4,5,-0.33804729503687014,0.0,-0.19,0.38,0.01,0.0,0.2767202667557555
29,agent5,5,-0.2834136025932626,0.0,-0.04,0.22,0.05,0.0,0.14738675451048172
30,agent1,6,-0.27522263555405274,0.0,-0.78,0.37,0.18,0.41540921176524354,0.5399089646895382
31,agent2,6,-0.2828728287282874,0.0,-0.69,0.41,0.18,0.40702772838394696,0.36734090227832283
32,agent3,6,-0.3300831410786574,0.0,-1.05,0.21,0.13,0.38581074699048407,1.1463305532588564
33,agent4,6,-0.25322901471953296,0.0,-0.14,0.34,0.03,0.41785953969166123,-0.20323986762540694
34,agent5,6,-0.3214263094559501,0.0,-0.14,0.28,0.1,0.4065011553995682,-0.13500380396494702
35,agent1,7,-0.08,0.0,-0.24,0.3,0.26,0.7112778133391908,-0.9783355993240676
36,agent2,7,-0.09,0.0,-1.32,0.3,0.26,0.0,1.6340055927290722
37,agent3,7,-0.09,0.0,-0.35,0.32,0.18,0.711277813339255,-0.8301988351299207
38,agent4,7,-0.01,0.0,-1.05,0.28,0.04,0.0,1.1841682929481412
39,agent5,7,-0.06,0.0,-0.55,0.34,0.15,0.0,0.49851334271095604
40,agent1,8,-0.07,0.0,-0.61,0.09,0.33,0.6865898058601669,-0.291826928167948
41,agent2,8,-0.08,0.0,-1.77,0.08,0.33,0.7279806778376172,1.0541905002659608
42,agent3,8,-0.03,0.0,-0.42,0.1,0.24,0.6941029799556807,-0.6247099982212403
43,agent4,8,-0.02,0.0,-1.23,0.01,0.05,0.6917787929267205,0.8561108600777652
44,agent5,8,-0.02,0.0,-0.72,0.05,0.19,0.6993205443113988,0.44280421714969903
45,agent1,9,-0.02,0.0,-0.38,0.07,0.38,1.8988999999973222,-2.5218848737482045
46,agent2,9,-0.05,0.0,-0.02,0.08,0.38,0.012499999997285571,-0.0033042476981487434
47,agent3,9,-0.06,0.0,-1.14,0.04,0.27,0.0,1.2524774343903036
48,agent4,9,-0.03,0.0,-1.67,0.02,0.05,0.0,1.8733930001280563
49,agent5,9,-0.06,0.0,-0.04,0.03,0.22,0.02239999999736353,0.04232022165183602
50,agent1,10,-0.08,0.0,-0.13016010543704937,0.02,0.4,0.0,0.2100023397519038
51,agent2,10,-0.07028501163087642,0.0,-0.2900557086339206,0.05,0.4,0.0,0.40535805666612973
52,agent3,10,-0.03,0.0,-0.6906987895410466,0.06,0.29,0.0,0.7444853740719285
53,agent4,10,-0.0672167685413631,0.0,-0.11005621161603833,0.03,0.06,0.0,0.17489508389882213
54,agent5,10,-0.12345015232984767,0.0,-0.030102559914632065,0.06,0.23,0.0,0.1190471779530754
55,agent1,11,-0.01,0.0,-0.1,0.08,0.4,0.6277470200559279,-0.7031349800044705
56,agent2,11,-0.07,0.0,-1.19,0.08,0.4,0.6072153560471497,0.5970566641121747
57,agent3,11,-0.08,0.0,-1.45,0.03,0.28,0.6231490552789609,0.9960835352650805
58,agent4,11,-0.07,0.0,-1.1,0.06,0.06,0.6245305255731683,0.6379390734853381
59,agent5,11,-0.08,0.0,-0.7,0.11,0.23,0.6373069939740668,0.11554770809582812
60,agent1,12,-0.09,0.0,-0.06,0.01,0.37,1.0771640148697217,-1.163742658820649
61,agent2,12,-0.04,0.0,-2.44,0.06,0.37,1.0597058359952873,1.7972339845906595
62,agent3,12,-0.04,0.0,-2.46,0.07,0.26,1.0642114790128279,1.783635519376647
63,agent4,12,-0.02,0.0,-0.61,0.07,0.05,1.0538780776640062,-0.5140051121550767
64,agent5,12,-0.07,0.0,-1.04,0.08,0.21,1.0650812404857228,-0.03426001716569138
65,agent1,13,-0.1,0.0,-0.06,0.08,0.31,0.18549303524321958,-0.11103902846545993
66,agent2,13,-0.05,0.0,-1.07,0.04,0.31,0.18695474389133926,1.1587102339224264
67,agent3,13,-0.01,0.0,-0.45,0.05,0.22,0.1629572286073953,0.3448825888415052
68,agent4,13,-0.06,0.0,-0.32,0.03,0.04,0.18551423638940667,0.22678599649539943
69,agent5,13,-0.08,0.0,-0.07,0.08,0.18,0.20891777982056003,-0.14596490998566103
70,agent1,14,-0.06,0.0,-0.15,0.11,0.22,0.10654023496628817,0.01153073500741364
71,agent2,14,-0.08,0.0,-0.05,0.06,0.22,0.1192176439045291,-0.04967327777880254
72,agent3,14,0.0,0.0,-0.05,0.01,0.16,0.10879391105818936,-0.08779387961740304
73,agent4,14,-0.01,0.0,-1.05,0.05,0.03,0.10804681159419482,0.9654304252510797
74,agent5,14,-0.04,0.0,-0.12,0.08,0.13,0.0974985285389252,-0.0016106768107480018
75,agent1,15,-0.03,0.0,-0.06,0.06,0.14,0.0,0.048550741885036885
76,agent2,15,-0.01,0.0,-0.05,0.07,0.14,0.0,-0.0037476562593460605
77,agent3,15,-0.06000007205916835,-5.596767493898369e-11,-0.04,0.0,0.1,4.6110046495354915e-10,0.09277557507229088
78,agent4,15,-0.05,0.0,-0.27,0.02,0.02,0.0,0.36236899412919765
79,agent5,15,-0.01,0.0,-0.15,0.04,0.08,0.0,0.14225572425152358
80,agent1,16,-0.05,0.0,-0.06,0.03,0.05,0.0,0.03036288340319112
81,agent2,16,-0.04,0.0,-0.11,0.02,0.05,0.0,0.09069978394893526
82,agent3,16,-0.01,0.0,-0.05,0.06,0.04,0.0,-0.0472437855895563
83,agent4,16,-0.08,0.0,-0.17,0.05,0.01,0.0,0.2030244832656046
84,agent5,16,-0.04,0.0,-0.04,0.01,0.03,0.0,0.004946947295628251
85,agent1,17,-0.01,0.0,-0.09,0.05,0.0,0.16812621988029902,-0.12988973277351828
86,agent2,17,-0.05,0.0,-0.06,0.04,0.0,0.15691001178735559,-0.09794574290243054
87,agent3,17,-0.04,0.0,-0.35,0.01,0.0,0.15215577613192105,0.23295449454897327
88,agent4,17,-0.08,0.0,-0.2,0.07,0.0,0.15642436385423603,0.07105893671908649
89,agent5,17,-0.05,0.0,-0.06,0.04,0.0,0.14627686785027788,-0.09009460365939333
90,agent1,18,-0.09,0.0,-0.13,0.01,0.0,0.0,0.24025466242017857
91,agent2,18,-0.02,0.0,-0.14,0.04,0.0,0.3591938428445206,-0.40681276509366787
92,agent3,18,-0.08,0.0,-0.49,0.04,0.0,0.0,0.6090253487446748
93,agent4,18,-0.02,0.0,-0.16,0.08,0.0,0.7467938505290149,-0.9877112072925857
94,agent5,18,-0.09,0.0,-0.1,0.05,0.0,0.0,0.17291248047614496
95,agent1,19,-0.09,0.0,-0.06,0.09,0.0,0.22898522016881578,-0.26332224909381236
96,agent2,19,-0.09,0.0,-0.23,0.03,0.0,0.23884195964517385,0.08217793666374161
97,agent3,19,-0.09,0.0,-0.11,0.07,0.0,0.24553473404297688,-0.19534513484592625
98,agent4,19,-0.03,0.0,-0.59,0.03,0.0,0.2379365790468696,0.3859047170465951
99,agent5,19,-0.07,0.0,-0.13,0.08,0.0,0.23876732510700538,-0.22414291990790092
100,agent1,20,0.0,0.0,-0.08,0.09,0.0,0.0,0.02771209273765668
101,agent2,20,-0.09,0.0,-1.18,0.08,0.0,0.37119238262177445,0.8966703750124527
102,agent3,20,0.0,0.0,-0.08,0.1,0.0,0.0,0.020544643086970855
103,agent4,20,-0.1,0.0,-0.38,0.03,0.0,0.8770698058128186,-0.8483816231529866
104,agent5,20,-0.01,0.0,-0.07,0.08,0.0,0.3717111326218214,-0.5401470098086574
105,agent1,21,-0.08000000011185471,-1.5424106436512375e-11,-0.14000000011884198,0.0,0.0,0.20020565908656035,-0.00014892204477400667
106,agent2,21,-0.03,0.0,-0.19,0.09,0.0,0.19793515040721676,-0.06343527308569968
107,agent3,21,-0.09000000013292642,-1.616484723854228e-11,-0.18000000012456463,0.0,0.0,0.19657867999110987,0.08906713714115996
108,agent4,21,-0.02,0.0,-0.32,0.09,0.0,0.19790467639638187,0.30854499311321526
109,agent5,21,-0.05,0.0,-0.08,0.01,0.0,0.1973349547169122,-0.11177631799144845
110,agent1,22,-0.01,0.0,-0.13,0.08,0.0,0.13830065060829838,-0.04974466999532422
111,agent2,22,-0.01,0.0,-0.28,0.04,0.0,0.1352890092194468,0.16884381032807216
112,agent3,22,-0.05,0.0,-0.15,0.08,0.0,0.13531488198931452,-0.004926328255198413
113,agent4,22,-0.02,0.0,-0.18,0.03,0.0,0.13608397242112696,0.07164026085538414
114,agent5,22,-0.02,0.0,-0.11,0.05,0.0,0.13515173138006537,-0.03943413379614931
115,agent1,23,-0.07,0.0,-0.06,0.01,0.0,0.05575312500000418,0.0631056096572326
116,agent2,23,0.0,0.0,-0.15,0.01,0.0,0.0,0.18816788646205673
117,agent3,23,-0.02,0.0,-0.17,0.06,0.0,0.18650000000001488,-0.06105271699142458
118,agent4,23,-0.06,0.0,-0.09,0.02,0.0,0.26415781249999093,-0.17112846232046589
119,agent5,23,-0.03,0.0,-0.04,0.02,0.0,0.06041249999997883,-0.021255262876063736
