,Agent#,Time Period,Battery Charge (kWh),Grid Export (kWh),Grid Household Load (kWh),Battery Discharge (kWh),Solar Output (kWh),Grid Import (kWh),Social Welfare (R)
0,agent1,0,-0.36018400204446677,0.0,-0.07,0.02,0.0,0.4572207123563875,-0.022860779327480735
1,agent2,0,-0.41857126666918476,0.0,-0.14,0.05,0.0,0.44723754917541253,0.1583198233915211
2,agent3,0,-0.44507455389880174,0.0,-0.29,0.09,0.0,0.4800519984364998,0.26116778714636846
3,agent4,0,-0.3642710651481438,0.0,-0.1,0.01,0.0,0.44642687275757237,0.05522441573563857
4,agent5,0,-0.25151281060898706,0.0,-0.04,0.02,0.0,0.45846271587628445,-0.1652621816367544
5,agent1,1,-0.2966532394684339,0.0,-0.09,0.36,0.0,0.1453322318465079,-0.009325408760636686
6,agent2,1,-0.23912159414396117,0.0,-0.1,0.4,0.0,0.1449697688517956,-0.07404979220232272
7,agent3,1,-0.38081957535166816,0.0,-0.4,0.39,0.0,0.1475831679332114,0.42736856737580164
8,agent4,1,-0.2944009919877907,0.0,-0.09,0.33,0.0,0.17268348852093038,0.0031737007137445233
9,agent5,1,-0.5121498481268982,0.0,-0.04,0.23,0.0,0.12240940623842417,0.2921262542666851
10,agent1,2,-0.41365735259294323,0.0,-0.1,0.29,0.0,0.10538019462048598,0.23897358418317416
11,agent2,2,-0.2485866666666663,0.0,-0.04,0.24,0.0,0.10359174125811843,0.016095756696390212
12,agent3,2,-0.35956537228357704,0.0,-0.38,0.39,0.0,0.10277452936633319,0.4452891791927133
13,agent4,2,-0.24144000000000032,0.0,-0.12,0.31,0.0,0.1047522711140369,0.06910308653526204
14,agent5,2,-0.31413870490995677,0.0,-0.04,0.51,0.0,0.10107333457125517,-0.06284319716612197
15,agent1,3,-0.34248054785105925,0.0,-0.14,0.4,0.0,0.2076248300749472,-0.006927066899488382
16,agent2,3,-0.3995386457207928,0.0,-0.04,0.25,0.0,0.23357109926371208,0.027058730007090893
17,agent3,3,-0.3489235337787676,0.0,-0.38,0.39,0.0,0.23350322088104825,0.3014426470649859
18,agent4,3,-0.5561999999999997,0.0,-0.21,0.25,0.0,0.26081356852021254,0.40538744465133475
19,agent5,3,-0.33083474304380805,0.0,-0.04,0.33,0.0,0.2322009325751137,-0.08421926527073326
20,agent1,4,-0.14308003091904437,0.0,-0.12,0.35,0.0,0.0,-0.01405647830375556
21,agent2,4,-0.39442634344762023,0.0,-0.04,0.38,0.0,0.0,0.16743095755499526
22,agent3,4,-0.18313066847329013,0.0,-0.37,0.33,0.0,0.0,0.35026263058436335
23,agent4,4,-0.2326217670101285,0.0,-0.09,0.55,0.0,0.0,-0.1372865035275975
24,agent5,4,-0.3588751728363486,0.0,-0.04,0.34,0.0,0.0,0.15725456380999803
25,agent1,5,-0.2871542569148611,0.0,-0.09,0.14,0.03,0.23875198772613354,0.042964856116811
26,agent2,5,-0.2591929096737692,0.0,-0.31,0.4,0.03,0.2651961050919698,0.06708580765478572
27,agent3,5,-0.15978037604676879,0.0,-0.5,0.19,0.02,0.23732799569885263,0.5557982017916302
28,agent4,5,-0.5270970208919945,0.0,-0.09,0.23,0.0,0.21564847406054033,0.26423778122477587
29,agent5,5,-0.3329794856824397,0.0,-0.04,0.35,0.01,0.23946531647296343,-0.08802312799450715
30,agent1,6,-0.30953333333333355,0.0,-0.91,0.28,0.14,0.6900117656662855,0.6084040423011076
31,agent2,6,-0.38785612143878545,0.0,-0.41,0.28,0.14,0.6767716427392545,-0.004849804108793432
32,agent3,6,-0.5349170133762808,0.0,-0.7,0.18,0.1,0.6730573034729492,0.8061193111474473
33,agent4,6,-0.3020475073125261,0.0,-1.25,0.51,0.02,0.6761462890997632,0.7353803621154963
34,agent5,6,-0.4247914724189199,0.0,-0.2,0.32,0.08,0.6630153313374716,-0.22663792371151806
35,agent1,7,-0.09,0.0,-0.4,0.32,0.18,0.0,0.47490884317054105
36,agent2,7,-0.08,0.0,-1.46,0.35,0.18,0.0,1.3756741146814686
37,agent3,7,-0.05,0.0,-0.36,0.52,0.13,0.8292806645760111,-1.1475882194027789
38,agent4,7,-0.05,0.0,-1.1,0.33,0.03,0.21850136643397455,0.9609563434893931
39,agent5,7,-0.09,0.0,-0.56,0.41,0.1,0.6442006641996056,-0.5465354369834977
40,agent1,8,-0.04,0.0,-0.36,0.09,0.21,0.0,0.491801825555262
41,agent2,8,-0.09,0.0,-1.23,0.12,0.21,0.29477960078531995,4.633085132367695
42,agent3,8,-0.07,0.0,-0.72,0.07,0.15,0.6098195509352162,-0.01301578834589441
43,agent4,8,-0.08,0.0,-0.12,0.05,0.03,0.36465045423045506,-0.38735681127853994
44,agent5,8,0.0,0.0,-0.03,0.13,0.12,0.2894499650421192,-0.5252481360282051
45,agent1,9,-0.06,0.0,-0.07,0.05,0.21,0.2971216136687128,-0.36411882990834854
46,agent2,9,-0.02,0.0,-0.45,0.1,0.21,0.30689445002775695,0.04599732924783878
47,agent3,9,-0.09,0.0,-0.63,0.06,0.15,0.30757264828765796,0.4470475038345755
48,agent4,9,-0.08,0.0,-0.67,0.08,0.03,0.29646506380800863,0.3517041805597301
49,agent5,9,-0.08000000000214369,-6.554756737386924e-13,-0.39000000000209956,0.0,0.12,0.3219618950304022,0.0428568314568932
