,Agent#,Time Period,Battery Charge (kWh),Grid Export (kWh),Grid Household Load (kWh),Battery Discharge (kWh),Solar Output (kWh),Grid Import (kWh),Social Welfare (R)
0,agent1,0,-0.07,0.0,-0.09730600000000003,0.11,0.0,0.22923283440163675,-0.11205834751883864
1,agent2,0,-0.11697530864197603,0.0,-0.28,0.05,0.0,0.1965392275676306,0.18579938085267397
2,agent3,0,-0.28910860337509153,0.0,-0.03730600000000002,0.03,0.0,0.22676171728802336,0.09396059351002678
3,agent4,0,-0.12003680030989777,0.0,-0.13913250000000005,0.05,0.0,0.21637767020132942,0.04485021754989453
4,agent5,0,-0.16525685991334882,0.0,-0.04,0.03,0.0,0.2162535157951464,-0.028001911757389336
5,agent1,1,-0.1910313598269809,0.0,-0.07730600000000001,0.06,0.0,0.07838951757678109,0.16938554042589574
6,agent2,1,-0.14357937310414662,0.0,-0.07608833333333336,0.11,0.0,0.08267897831413501,0.07709529331762077
7,agent3,1,-0.21819837677122142,0.0,-0.04,0.28,0.0,0.10752391216213317,-0.05294689483343097
8,agent4,1,-0.13865851884184546,0.0,-0.15,0.11,0.0,0.054561064332014894,0.189488269082072
9,agent5,1,-0.06,0.0,-0.04,0.17,0.0,0.08176725387735512,-0.11487411103349225
10,agent1,2,-0.22977358782165264,0.0,-0.09,0.19,0.0,0.11166920980248454,0.07626768568833968
11,agent2,2,-0.07,0.0,-0.04,0.14,0.0,0.08667480825126031,-0.08286121795474141
12,agent3,2,-0.23649512277161147,0.0,-0.03,0.21,0.0,0.10987820175962335,0.01753733108663097
13,agent4,2,-0.23449004135989007,0.0,-0.1,0.13,0.0,0.1367473577510388,0.13255881852993548
14,agent5,2,-0.21495713641149108,0.0,-0.04,0.06,0.0,0.1106425518269139,0.10813506393097361
15,agent1,3,-0.23725714285714328,0.0,-0.10730600000000004,0.24,0.0,0.08964049325670823,0.12470562973942492
16,agent2,3,-0.25331439393939426,0.0,-0.04730600000000003,0.08,0.0,0.07312747481622311,0.18722691901652252
17,agent3,3,-0.20003285690816508,0.0,-0.22,0.24,0.0,0.0734007614788719,0.22029572599868072
18,agent4,3,-0.02,0.0,-0.22,0.25,0.0,0.06145127571710485,0.012338373178981663
19,agent5,3,-0.05,0.0,-0.04,0.21,0.0,0.07786724425752134,-0.13715139384209746
