,Agent#,Time Period,Battery Charge (kWh),Grid Export (kWh),Grid Household Load (kWh),Battery Discharge (kWh),Solar Output (kWh),Grid Import (kWh),Social Welfare (R)
0,agent1,0,-0.21643953213864173,0.0,-0.08,0.07,0.0,0.20647655598165754,0.05169679682512321
1,agent2,0,-0.3795865528540802,0.0,-0.12,0.08,0.0,0.18435324487056237,0.28482208604746484
2,agent3,0,-0.14633470368146406,0.0,-0.03,0.06,0.0,0.2073274153852275,-0.06877961154096075
3,agent4,0,-0.1330265456559718,0.0,-0.16730600000000004,0.09,0.0,0.22720644480962957,0.08594804438415238
4,agent5,0,-0.07,0.0,-0.04,0.05,0.0,0.20737036421257343,-0.13814219211318976
5,agent1,1,-0.07352209227297261,0.0,-0.1,0.21,0.0,0.0,0.0215501557353169
6,agent2,1,-0.1009889333291094,0.0,-0.05,0.36,0.0,0.0,-0.13046016622795187
7,agent3,1,-0.04503761766702514,0.0,-0.04,0.14,0.0,0.0,-0.01505782487532905
8,agent4,1,-0.15506771511136555,0.0,-0.1,0.13,0.0,0.0,0.17414995862743926
9,agent5,1,-0.22749036583847876,0.0,-0.04,0.07,0.0,0.0,0.21676552411872416
10,agent1,2,-0.2516459161723486,0.0,-0.09,0.09,0.0,0.10346354103278804,0.18983109928626707
11,agent2,2,-0.14823586273562203,0.0,-0.04,0.13,0.0,0.10281154913142002,-0.01339497824045107
12,agent3,2,-0.1803139343797823,0.0,-0.03,0.05,0.0,0.11296007662379944,0.0722543140407111
13,agent4,2,-0.19265000000000088,0.0,-0.1,0.16,0.0,0.09319559375355896,0.09487878923375903
14,agent5,2,-0.10345446710715313,0.0,-0.04,0.23,0.0,0.1036342450399172,-0.11342338823197157
15,agent1,3,-0.07580155248059449,0.0,-0.11608833333333335,0.23,0.0,0.11514014555987957,-0.044177666563744195
16,agent2,3,-0.14972023924368213,0.0,-0.05,0.14,0.0,0.11185701275673836,-0.01934768690250223
17,agent3,3,-0.16977706468501977,0.0,-0.03,0.16,0.0,0.11055209574285454,-0.021578000812396456
18,agent4,3,-0.28258333333333363,0.0,-0.29,0.19,0.0,0.11282823944930592,0.47030467655150776
19,agent5,3,-0.17897754419493572,0.0,-0.04,0.1,0.0,0.11233343975262527,0.040967433898402864
20,agent1,4,-0.1613223425834025,0.0,-0.127306,0.09,0.0,0.20155544612868298,0.07925728479063802
21,agent2,4,-0.11725882741172633,0.0,-0.09730600000000003,0.15,0.0,0.1585066384333736,-0.03480067504937184
22,agent3,4,-0.0977859778597792,0.0,-0.06,0.17,0.0,0.1777244559397554,-0.14546386918153703
23,agent4,4,-0.31125942920707816,0.0,-0.41,0.28,0.0,0.15860233265328255,0.4173563980141455
24,agent5,4,-0.29254656497827514,0.0,-0.04,0.17,0.0,0.158279114833285,0.0585992694638965
25,agent1,5,-0.06,0.0,-0.3,0.15,0.0,0.17468962917812728,0.10097933482154678
26,agent2,5,-0.16265000000000085,0.0,-0.14,0.11,0.0,0.18421196878826818,0.06626998878852502
27,agent3,5,-0.3474226056695431,0.0,-0.16461200000000006,0.11,0.0,0.1476525319389796,0.34116158556109066
28,agent4,5,-0.03,0.0,-0.36,0.29,0.0,0.14927078142840106,0.050145821110459
29,agent5,5,-0.15098997679356171,0.0,-0.04,0.29,0.0,0.14981380819142143,-0.17343334291995993
30,agent1,6,-0.28642551265536353,0.0,-1.89,0.07,0.06,0.5114153496507502,1.8010753676395688
31,agent2,6,-0.10480316157470801,0.0,-0.85,0.16,0.06,0.5267514461231343,0.45121749912750025
