,Agent#,Time Period,Battery Charge (kWh),Grid Export (kWh),Grid Household Load (kWh),Battery Discharge (kWh),Solar Output (kWh),Grid Import (kWh),Social Welfare (R)
0,agent1,0,-0.21515317286652128,0.0,-0.09,0.02,0.0,0.23258240324803386,0.07309416243373226
1,agent2,0,-0.23821402747650036,0.0,-0.05730600000000004,0.04,0.0,0.256810659324406,0.0304277453768592
2,agent3,0,-0.27436731742588577,0.0,-0.04,0.05,0.0,0.22212111296867776,0.06352738604834296
3,agent4,0,-0.13006004261088566,0.0,-0.10913250000000002,0.09,0.0,0.25908455057766877,-0.06370886838581552
4,agent5,0,-0.25379953828395635,0.0,-0.04,0.02,0.0,0.2572925297558681,0.034986414738956924
5,agent1,1,-0.3112593271390683,0.0,-0.1,0.2,0.0,0.0,0.2758267753569551
6,agent2,1,-0.12379110693330465,0.0,-0.12,0.22,0.0,0.0,0.10586743809677729
7,agent3,1,-0.10060464864078072,0.0,-0.03,0.25,0.0,0.0,-0.04235478790459807
8,agent4,1,-0.07675194707314108,0.0,-0.1,0.13,0.0,0.0,0.102720965916832
9,agent5,1,-0.06961240912262139,0.0,-0.04,0.25,0.0,0.0,-0.0811726628585475
10,agent1,2,-0.23681945578531552,0.0,-0.09730600000000003,0.31,0.0,0.15191471302560058,-0.002533644473730584
11,agent2,2,-0.13621063309816997,0.0,-0.05,0.15,0.0,0.17472900469720898,-0.09212731595666404
12,agent3,2,-0.3151802335420548,0.0,-0.04,0.12,0.0,0.1634993946434636,0.13402033019580278
13,agent4,2,-0.1939523809523817,0.0,-0.1,0.09,0.0,0.1633704165344189,0.08268534910848449
14,agent5,2,-0.33720083720083777,0.0,-0.04,0.06,0.0,0.1631663315046832,0.1917579819605198
15,agent1,3,-0.27490861557748836,0.0,-0.08986368743020172,0.25,0.0,0.0,0.22574751436889462
16,agent2,3,-0.02,0.0,-0.05,0.13,0.0,0.0,-0.029450053792235205
17,agent3,3,-0.07,0.0,-0.08986456502451615,0.31,0.0,0.0,-0.06632092811883394
18,agent4,3,-0.07764653233303791,0.0,-0.19,0.18,0.0,0.0,0.2040184155423856
19,agent5,3,-0.3115089610224949,0.0,-0.03821995972551676,0.32,0.0,0.0,0.14601715797845977
20,agent1,4,-0.28123539492132776,0.0,-0.11,0.26,0.0,0.17184368232734648,0.044807286657337485
21,agent2,4,-0.3057226871748482,0.0,-0.04913250000000002,0.02,0.0,0.17305515211541425,0.18535352897381782
22,agent3,4,-0.06572868542629155,0.0,-0.16913250000000002,0.07,0.0,0.19293427845570418,0.05533134287084723
23,agent4,4,-0.07,0.0,-0.34,0.08,0.0,0.18217613881443023,0.20253953797932184
24,agent5,4,-0.22237110984556666,0.0,-0.04,0.31,0.0,0.19327517043795067,-0.13624359591180396
25,agent1,5,-0.08,0.0,-0.10608833333333334,0.29,0.0,0.08554011867340017,-0.09696059763482053
26,agent2,5,-0.206494525615635,0.0,-0.12,0.3,0.0,0.10607307528929952,0.018998616774132893
27,agent3,5,-0.07,0.0,-0.24,0.07,0.0,0.08281476907772567,0.19642944061955908
28,agent4,5,-0.09,0.0,-0.324612,0.07,0.0,0.06302136513212137,0.4335455518980353
29,agent5,5,-0.1035923467395555,0.0,-0.04,0.23,0.0,0.08326387792929671,-0.09372667510379487
30,agent1,6,-0.07,0.0,-1.4107449289391478,0.09,0.06,0.6621936384410051,1.0061931359886127
31,agent2,6,-0.19437966878779495,0.0,-0.17,0.21,0.06,0.6681454712712673,-0.4345001659273793
32,agent3,6,-0.185079012434157,0.0,-0.9,0.08,0.05,0.667256846391229,0.41345286016207233
33,agent4,6,-0.2738543765881016,0.0,-0.75,0.1,0.01,0.6658791628585117,0.36664145637309653
34,agent5,6,-0.16090319645091655,0.0,-0.04,0.12,0.04,0.6714482323234594,-0.5660353677080835
35,agent1,7,-0.03,0.0,-1.13,0.07,0.14,0.0,0.18285445061177596
36,agent2,7,-0.09,0.0,-0.72,0.19,0.14,0.0,-0.3274231606105089
37,agent3,7,-0.06,0.0,-0.21,0.17,0.1,0.0,-0.9000771236643246
38,agent4,7,-0.09,0.0,-1.17,0.24,0.02,0.0,0.18801499510037667
39,agent5,7,-0.01,0.0,-0.03,0.15,0.08,0.0,-1.1327699577917565
40,agent1,8,-0.06,0.0,-0.54,0.03,0.2,0.0,-0.5533762435779053
41,agent2,8,-0.05,0.0,-0.06,0.09,0.2,0.0,-1.4039632291082587
