,Agent#,Time Period,Battery Charge (kWh),Grid Export (kWh),Grid Household Load (kWh),Battery Discharge (kWh),Solar Output (kWh),Grid Import (kWh),Social Welfare (R)
0,agent1,0,-0.34809171278660306,0.0,-0.08,0.07,0.0,0.6085855889038376,-0.20444633241933974
1,agent2,0,-0.7600363122856564,0.0,-0.08,0.02,0.0,0.6349982965477496,0.2577221179716468
2,agent3,0,-0.5477984926616425,0.0,-0.28,0.01,0.0,0.6156454149080895,0.30073686340475386
3,agent4,0,-0.5654664121120633,0.0,-0.22,0.05,0.0,0.6396202859311911,0.2234458752635629
4,agent5,0,-0.3743019730894006,0.0,-0.04,0.02,0.0,0.6271126144391322,-0.20467970319353876
5,agent1,1,-0.4513092967060798,0.0,-0.09,0.34,0.0,0.0,0.29068464477441003
6,agent2,1,-0.29687047872692457,0.0,-0.11,0.7,0.0,0.0,-0.06727121279289672
7,agent3,1,-0.26930125910172803,0.0,-0.16,0.51,0.0,0.0,0.11169891037120303
8,agent4,1,-0.29579847774818413,0.0,-0.09,0.53,0.0,0.0,-0.013862869915959614
9,agent5,1,-0.6336945684571036,0.0,-0.04,0.34,0.0,0.0,0.45959887382983033
10,agent1,2,-0.3049407704814679,0.0,-0.17,0.42,0.0,0.04771122975570208,0.16853766328190414
11,agent2,2,-0.324284988999831,0.0,-0.08,0.34,0.0,0.047530074630933006,0.09354078830615468
12,agent3,2,-0.37636502481863277,0.0,-0.17,0.31,0.0,0.04669873611658493,0.3296401133888779
13,agent4,2,-0.4997608309416428,0.0,-0.09,0.3,0.0,0.046447989449480975,0.34307365935042133
14,agent5,2,-0.19968423696580462,0.0,-0.04,0.65,0.0,0.046734650832210844,-0.3103637806673273
15,agent1,3,-0.4589708382372169,0.0,-0.1,0.34,0.0,0.21288121783313796,0.14725028953992678
16,agent2,3,-0.5119873600329741,0.0,-0.04,0.33,0.0,0.21370814902357393,0.11556315615148766
17,agent3,3,-0.5063328752367867,0.0,-0.18,0.34,0.0,0.21291474466806792,0.3126531501128867
18,agent4,3,-0.348573485734857,0.0,-0.1,0.5,0.0,0.21301618005185477,-0.10969387021588775
19,agent5,3,-0.4966333205078878,0.0,-0.04,0.21,0.0,0.20975582222407152,0.20176156448989868
20,agent1,4,-0.3514015892090461,0.0,-0.14,0.46,0.01,0.0,0.1602661612816466
21,agent2,4,-0.20347040187679913,0.0,-0.13,0.51,0.01,0.0,-0.053470160381022036
22,agent3,4,-0.36430782790972377,0.0,-0.21,0.49,0.0,0.0,0.25368177298897965
23,agent4,4,-0.471945621825615,0.0,-0.18,0.37,0.01,0.0,0.3751972008793988
24,agent5,4,-0.2761823419592624,0.0,-0.04,0.49,0.0,0.0,-0.03392702134105152
25,agent1,5,-0.496581576924633,0.0,-0.3,0.35,0.09,0.28553958885240743,0.4925679782034835
