,Agent#,Time Period,Battery Charge (kWh),Grid Export (kWh),Grid Household Load (kWh),Battery Discharge (kWh),Solar Output (kWh),Grid Import (kWh),Social Welfare (R)
0,agent1,0,-0.2516058279805734,0.0,-0.08,0.07,0.0,0.5952353708829318,-0.2776929516434948
1,agent2,0,-0.540838741465822,-6.961897724977462e-11,-0.07999998262416493,0.0,0.0,0.5961661759258227,0.09153642218519242
2,agent3,0,-0.5921628628501001,0.0,-0.3,0.02,0.0,0.5965934452655355,0.3861295757739283
3,agent4,0,-0.5826378661430213,0.0,-0.22,0.06,0.0,0.59916898743015,0.2539660973439083
4,agent5,0,-0.47287807575338636,0.0,-0.04,0.03,0.0,0.592931764577372,-0.07728817915032121
5,agent1,1,-0.5090991229835745,0.0,-0.09,0.24,0.0,0.0,0.4347672272225991
6,agent2,1,-0.3441148167467336,0.0,-0.1,0.5,0.0,0.0,0.05839268748072407
7,agent3,1,-0.36621752260879825,0.0,-0.16,0.55,0.0,0.0,0.15836493803375787
8,agent4,1,-0.16395546291244484,0.0,-0.1,0.55,0.0,0.0,-0.09289849998989175
9,agent5,1,-0.4287287052235411,0.0,-0.04,0.44,0.0,0.0,0.14525136172769998
10,agent1,2,-0.32525437711980926,0.0,-0.16,0.5,0.0,0.0820761832634414,0.1452059460711026
11,agent2,2,-0.25167706935775563,0.0,-0.08,0.36,0.0,0.08032036288348987,0.0063532985980187945
12,agent3,2,-0.4530406240073409,0.0,-0.18,0.4,0.0,0.07990230360180839,0.29279735343153424
13,agent4,2,-0.3946619065833654,0.0,-0.1,0.18,0.0,0.09477609845114021,0.3171031560585795
14,agent5,2,-0.31203598997000864,0.0,-0.04,0.45,0.0,0.06951343538485172,-0.024394604409120862
15,agent1,3,-0.20945521544323967,0.0,-0.1,0.32,0.0,0.07882672755493084,0.025938681635883115
16,agent2,3,-0.33349999999999985,0.0,-0.04,0.27,0.0,0.09116806046227571,0.0846838461187056
17,agent3,3,-0.31344404204575604,0.0,-0.19,0.42,0.0,0.04220750489003611,0.15218979396754617
18,agent4,3,-0.3371686725726185,0.0,-0.09,0.39,0.0,0.07405925579522254,0.10977631525842296
19,agent5,3,-0.4259657006906122,0.0,-0.04,0.3,0.0,0.09327503096918088,0.17258534505087397
20,agent1,4,-0.3924517282914186,0.0,-0.13,0.23,0.01,0.14216581807076867,0.251395193049316
21,agent2,4,-0.3694295668451977,0.0,-0.13,0.32,0.01,0.11577775537308693,0.1769696339142232
22,agent3,4,-0.26914734987122113,0.0,-0.21,0.35,0.01,0.17113202321367452,0.08192731932684955
23,agent4,4,-0.4113695090439275,0.0,-0.17,0.34,0.0,0.14471814544494,0.23885390729051476
24,agent5,4,-0.3138547572018574,0.0,-0.04,0.45,0.0,0.14235559039542411,-0.07236373999540391
25,agent1,5,-0.21255455474045892,0.0,-0.31,0.37,0.09,0.06222121119777896,0.2789269531699567
26,agent2,5,-0.2506216022588395,0.0,-0.11,0.36,0.09,0.057311282648295214,0.06459473560502973
27,agent3,5,-0.42446397552565396,0.0,-0.08,0.26,0.06,0.03321107384549943,0.29500207403999446
28,agent4,5,-0.29408470568714473,0.0,-0.26,0.4,0.01,0.0879150357509434,0.24572751446275148
29,agent5,5,-0.28938141748059093,0.0,-0.04,0.28,0.05,0.06035637715267966,0.08730654943586266
30,agent1,6,-0.4499428571428573,0.0,-0.53,0.23,0.17,0.73911051248522,0.5571101395185147
31,agent2,6,-0.47533494173810326,0.0,-1.19,0.26,0.17,0.7455964538948202,0.9893243504033307
