,Agent#,Time Period,Battery Charge (kWh),Grid Export (kWh),Grid Household Load (kWh),Battery Discharge (kWh),Solar Output (kWh),Grid Import (kWh),Social Welfare (R)
0,agent1,0,-0.38461357543820623,0.0,-0.07,0.55,0.0,0.0,0.05571972012841697
1,agent2,0,-0.3813891023378653,0.0,-0.25,0.51,0.0,0.0,0.29931904286735916
2,agent3,0,-0.38132869998927577,0.0,-0.15,0.53,0.0,0.0,0.16615293363595174
3,agent4,0,-0.3935299752141024,0.0,-0.18,0.53,0.0,0.0,0.25054823132227155
4,agent5,0,-0.4312390459274659,0.0,-0.04,0.52,0.0,0.0,0.10406345253209875
5,agent1,1,-0.2687843299823817,0.0,-0.11,0.37,0.0,0.06364775371579062,0.07662009968301786
6,agent2,1,-0.2254432946804637,0.0,-0.3,0.42,0.0,0.061055539158028915,0.22768697730608864
7,agent3,1,-0.32944098296370533,0.0,-0.27,0.4,0.0,0.035429008704468135,0.340032154236397
8,agent4,1,-0.4061223206989754,0.0,-0.12,0.39,0.0,0.09988792938344926,0.21177049993270292
9,agent5,1,-0.29285452098372705,0.0,-0.04,0.46,0.0,0.06231233547267395,-0.0932455992607353
10,agent1,2,-0.38410596026490046,0.0,-0.13,0.27,0.0,0.2324834515156799,0.12141890290805137
11,agent2,2,-0.39419001037498147,0.0,-0.42,0.23,0.0,0.2548477324722481,0.49184543582010337
12,agent3,2,-0.4372247110642624,0.0,-0.24,0.32,0.0,0.24109105670332315,0.2803370229069923
13,agent4,2,-0.27332770140542184,0.0,-0.09,0.41,0.0,0.24410573595983942,-0.1391211164059638
14,agent5,2,-0.32430932412432184,0.0,-0.04,0.29,0.0,0.24065055881233843,-0.0751497236430821
15,agent1,3,-0.3197483867027664,0.0,-0.08,0.37,0.0,0.14764384057167673,0.025288405578802894
16,agent2,3,-0.18657461320911653,0.0,-0.31,0.36,0.0,0.1475175127000676,0.11655768196233847
17,agent3,3,-0.2952241358250884,0.0,-0.39,0.43,0.0,0.14889737794317465,0.29990852731800416
18,agent4,3,-0.47627618979048153,0.0,-0.11,0.29,0.0,0.14979068178337118,0.26713364543488816
19,agent5,3,-0.30381696183038187,0.0,-0.04,0.32,0.0,0.1474381018352966,-0.05448373657303934
20,agent1,4,-0.298351833165153,0.0,-0.13,0.35,0.01,0.2079661162738774,-0.011470547425861205
21,agent2,4,-0.5067636363636364,0.0,-0.24,0.2,0.01,0.19919721243432237,0.43827775176972417
22,agent3,4,-0.30326415684638686,0.0,-0.31,0.29,0.01,0.19522835476597955,0.25705366758722203
23,agent4,4,-0.2144219763449065,0.0,-0.36,0.45,0.0,0.1961178725327132,0.08716102871778005
24,agent5,4,-0.2102063456844909,0.0,-0.04,0.3,0.01,0.18432299234899593,-0.1681634168850782
25,agent1,5,-0.2372964972866309,0.0,-0.16,0.29,0.09,0.09060406888984038,0.179863579173154
26,agent2,5,-0.27823701339453805,0.0,-0.04,0.52,0.09,0.09209206349463944,-0.16515940726051082
27,agent3,5,-0.32376952355952193,0.0,-0.27,0.31,0.07,0.06528529523899967,0.3908120611853954
28,agent4,5,-0.3677524792927977,0.0,-0.2,0.23,0.01,0.10439134732628247,0.37458877880436015
29,agent5,5,-0.42144000000000004,0.0,-0.04,0.22,0.05,0.10600958422646478,0.2184786298620181
30,agent1,6,-0.4128791287912884,0.0,-0.47,0.25,0.18,0.5568579402721976,0.31625699338819974
31,agent2,6,-0.3773571428571427,0.0,-1.35,0.26,0.18,0.5940070618307203,1.1834430198664077
32,agent3,6,-0.3245328760643331,0.0,-0.63,0.35,0.13,0.5660090513165585,0.38449964227807915
33,agent4,6,-0.32565067843891343,0.0,-0.14,0.38,0.03,0.5845520780150006,-0.32933659324565856
34,agent5,6,-0.45898547991702826,0.0,-0.68,0.43,0.1,0.577960957872852,0.37613620674644843
35,agent1,7,-0.06,0.0,-0.28635011450544406,0.39,0.26,0.0,0.0645091331777663
36,agent2,7,-0.10832072520471983,0.0,-0.16585501542511727,0.38,0.26,0.0,0.04854527152470939
37,agent3,7,-0.12638517219587372,0.0,-0.6583405576005852,0.31,0.19,0.0,0.6456668460848383
38,agent4,7,-0.12129370652475696,0.0,-0.9596069433898294,0.32,0.04,0.0,1.0195560406206081
39,agent5,7,-0.06,0.0,-0.21585447198150595,0.44,0.15,0.0,-0.01769041682604594
40,agent1,8,-0.061476069947322076,0.0,-0.49,0.08,0.33,0.0,0.5301426958420947
41,agent2,8,-0.1295089417974123,0.0,-0.04,0.14,0.33,0.0,0.07353902982082183
42,agent3,8,-0.07,0.0,-0.04,0.14,0.24,0.0,-0.004150626846395222
43,agent4,8,-0.09108640921977411,0.0,-0.26,0.13,0.05,0.0,0.33111088878390615
44,agent5,8,-0.04,0.0,-0.51,0.08,0.19,0.0,0.581044212021129
45,agent1,9,0.0,0.0,-0.2,0.07,0.38,0.9381444851875589,-1.2847761958448447
46,agent2,9,-0.06,0.0,-0.09,0.13,0.38,0.0,0.07107465620369258
47,agent3,9,-0.01,0.0,-0.03,0.06,0.27,0.0,0.011849271080667967
48,agent4,9,-0.01,0.0,-1.96,0.09,0.05,0.0,2.298561227807366
49,agent5,9,-0.1,0.0,-0.16,0.04,0.22,0.0,0.3297315457533857
50,agent1,10,-0.0296010756424141,-6.430411758628907e-13,-0.12000000002542559,0.0,0.4,1.5446443062517772e-12,0.16688396159700358
51,agent2,10,-0.07402105036471124,0.0,-0.08,0.06,0.4,0.0,0.11299852202873628
52,agent3,10,-0.03,0.0,-0.04,0.02,0.29,0.0,0.05750491083695225
53,agent4,10,-0.018539365560256815,0.0,-0.7,0.02,0.06,0.0,0.9532333494371663
54,agent5,10,-0.02,0.0,-0.48,0.09,0.23,0.0,0.5106838239559397
55,agent1,11,-0.03,0.0,-0.08,0.03,0.4,0.0,0.038523814280924606
56,agent2,11,-0.02,0.0,-0.14,0.06,0.4,0.0,0.06610597090623171
57,agent3,11,-0.08,0.0,-0.03,0.03,0.28,0.0,0.04114347347390751
58,agent4,11,-0.03,0.0,-0.44,0.02,0.06,0.0,0.574049452827154
59,agent5,11,-0.08,0.0,-0.85,0.03,0.23,0.0,0.9996287656590475
60,agent1,12,-0.1,0.0,-0.7,0.02,0.34,0.10343029502724432,0.8004203476059979
