,Agent#,Time Period,Battery Charge (kWh),Grid Export (kWh),Grid Household Load (kWh),Battery Discharge (kWh),Solar Output (kWh),Grid Import (kWh),Social Welfare (R)
61,agent2,12,-0.02,0.0,-0.1,0.03,0.34,0.1227855672339242,-0.029031657144822587
62,agent3,12,-0.03,0.0,-0.03,0.08,0.24,0.1242802037199,-0.1360214060907421
63,agent4,12,-0.06,0.0,-0.12,0.03,0.05,0.11527543378982974,0.05020017826128966
64,agent5,12,-0.09,0.0,-0.72,0.07,0.2,0.10417084292965573,0.7739654552522298
65,agent1,13,-0.10957907045857451,0.0,-0.14,0.11,0.31,0.0,0.1830585708465332
66,agent2,13,-0.03,0.0,-0.04,0.02,0.31,0.0,0.05615487385192197
67,agent3,13,-0.01,0.0,-0.6712651622296023,0.03,0.22,0.0,0.7644716086574184
68,agent4,13,-0.04,0.0,-0.18014303177705449,0.05,0.04,0.0,0.2309840961833466
69,agent5,13,-0.061148244091524966,0.0,-0.11006631188442814,0.1,0.18,0.0,0.14266767816616338
70,agent1,14,0.0,0.0,-0.09,0.11,0.24,0.14588245427561897,-0.15182229436996064
71,agent2,14,-0.04,0.0,-0.1,0.03,0.24,0.12716460470743832,-0.019664937745245248
72,agent3,14,0.0,0.0,-0.92,0.01,0.17,0.11501166340125812,0.9435955470404104
73,agent4,14,-0.03,0.0,-0.35,0.05,0.03,0.12705696515947745,0.2321674462673966
74,agent5,14,-0.07,0.0,-0.11,0.06,0.13,0.1247619476367301,0.005409043764202731
75,agent1,15,-0.03000000000093128,-1.2079226507921703e-13,-0.07,0.0,0.14,0.11790058164000472,-0.040717637405543114
76,agent2,15,-0.08,0.0,-0.11,0.04,0.14,0.35338000584124285,-0.2467854042018085
77,agent3,15,-0.07000000004632967,-5.252687174106541e-12,-0.04,0.0,0.1,2.8813543989785872e-05,0.12392811813127534
78,agent4,15,-0.05,0.0,-0.52,0.03,0.02,0.12230857283662866,0.43526125783964104
79,agent5,15,-0.08,0.0,-0.15,0.07,0.08,0.0,0.1989348482809839
80,agent1,16,-0.05,0.0,-0.07,0.02,0.06,0.0,0.0813772590785804
81,agent2,16,-0.05,0.0,-0.16,0.07,0.06,0.0,0.17319595367691037
82,agent3,16,-0.01,0.0,-0.04,0.07,0.04,0.0,-0.028062304928837198
83,agent4,16,-0.05,0.0,-0.13,0.05,0.01,0.0,0.12315515145055064
84,agent5,16,-0.02,0.0,-0.05,0.08,0.03,0.0,-0.01830213664830159
85,agent1,17,-0.01,0.0,-0.1,0.05,0.0,0.0750052091067554,-0.019083583945495246
86,agent2,17,-0.02,0.0,-0.04,0.06,0.0,0.24824176590074742,-0.2725678486877312
87,agent3,17,-0.03,0.0,-0.04,0.01,0.0,0.06991825309100136,-0.02543204470309776
88,agent4,17,-0.04,0.0,-0.25,0.04,0.0,0.06491250575433846,0.2608204606025252
89,agent5,17,0.0,0.0,-0.11,0.02,0.0,0.0,0.11213158320351266
90,agent1,18,-0.05,0.0,-0.13,0.02,0.0,0.41053826577172703,-0.4561671012261536
91,agent2,18,-0.06,0.0,-0.04,0.02,0.0,0.4435412165524654,-0.5871353208769873
92,agent3,18,-0.05,0.0,-1.27,0.03,0.0,0.4269847126337689,1.133189423526629
93,agent4,18,-0.04,0.0,-0.47,0.05,0.0,0.3903200966566551,-0.08242806787379392
94,agent5,18,-0.05000000000052007,-1.723066134218243e-13,-0.05,0.0,0.0,0.41883854184073355,-0.5447770743568718
95,agent1,19,-0.1,0.0,-0.07,0.05,0.0,0.16147985767533057,-0.1270741528507321
96,agent2,19,-0.04,0.0,-0.04,0.06,0.0,0.4715750520255102,-0.6850080297292239
97,agent3,19,-0.05,0.0,-0.05,0.05,0.0,0.4799298910236615,-0.6715958636486108
98,agent4,19,-0.02,0.0,-0.33,0.04,0.0,0.0,0.432714934011124
99,agent5,19,-0.05,0.0,-1.02,0.05,0.0,0.4054750609982851,0.5852824084981763
100,agent1,20,-0.03,0.0,-0.07,0.1,0.0,0.5878000013540774,-0.8691291563713587
101,agent2,20,-0.07,0.0,-1.65,0.04,0.0,0.25922000035483905,1.6357800121937387
102,agent3,20,-0.01,0.0,-0.05,0.05,0.0,0.6665400013713418,-0.9927412312367621
103,agent4,20,-0.09,0.0,-0.24,0.02,0.0,0.0,0.34277735008567906
104,agent5,20,0.0,0.0,-0.13,0.05,0.0,0.5727200004042787,-0.7617089990162712
105,agent1,21,-0.07,0.0,-0.17,0.03,0.0,0.28744152169508747,-0.08103167244685089
106,agent2,21,-0.02,0.0,-0.27,0.07,0.0,0.2700519908739117,0.016599716507083445
107,agent3,21,-0.01,0.0,-0.07,0.01,0.0,0.28967204384616413,-0.2649777251169639
108,agent4,21,-0.08,0.0,-0.22,0.09,0.0,0.28293514805903897,-0.011485185998812583
109,agent5,21,-0.09000000001267816,-1.3429257705865894e-12,-0.6100000000103057,0.0,0.0,0.27980156124677474,0.5007980414865613
110,agent1,22,-0.03,0.0,-0.23,0.06,0.0,0.15687373022448253,0.06441394193156824
111,agent2,22,-0.08,0.0,-0.28,0.02,0.0,0.1872321839949162,0.17334250388412079
112,agent3,22,-0.05,0.0,-0.04,0.01,0.0,0.21134048812273315,-0.1643894893255144
113,agent4,22,-0.1,0.0,-0.2,0.07,0.0,0.17603382260149886,0.0752923931687567
114,agent5,22,-0.01,0.0,-0.17,0.09,0.0,0.20886203562343492,-0.07215949602050314
115,agent1,23,-0.08,0.0,-0.13,0.04,0.0,0.10890000000003053,0.06717182789840569
116,agent2,23,-0.09,0.0,-0.21,0.08,0.0,0.08034158318963791,0.1778380719351918
117,agent3,23,0.0,0.0,-0.04,0.05,0.0,0.129950000000022,-0.15385953275215936
118,agent4,23,-0.06,0.0,-0.16,0.1,0.0,0.15207499999995366,-0.005162786054538741
119,agent5,23,-0.03,0.0,-0.05,0.01,0.0,0.0985156732632963,-0.04946483960676052
